"id1","rank_number","char","cls","atr","bg","rarityscore"
364,3245,"Rabbit","Farmer_v3_c1","Tattoo 2","C2",121.388655771815
365,2486,"Dog","Mercenary_v1_c2","Tattoo 5","C2",134.09833205240815
366,435,"Crow","Pirate_v3_c1","Crystal Necklace","F3",203.66732584468397
367,294,"Platypus","Knight_v1_c2","Spiked Body","F3",219.7608816349306
368,4835,"Goat","Bard_v3_c1","None","A2",91.3252892649705
369,1160,"Dog","Peddler_v3_c3","Bubble Pipe","A3",164.2874759417926
370,4583,"Owl 2","Hunter_v2_c1","None","C3",99.90006748801197
371,4269,"Owl 2","Farmer_v1_c2","Tattoo 4","A1",109.4930288065233
372,3514,"Black Cat","Mercenary_v2_c2","None","B1",117.24273420830782
373,300,"Gator","Detective_v3_c2","Head Tech","A3",219.07503446487064
374,2169,"Frog","Detective_v2_c3","Bubble Pipe","A3",140.636835353652
375,61,"Goat","Pirate_v3_c3","Fire Aura","A3",294.3511479391513
376,231,"Black Red Panda","Knight_v1_c1","Robotic Hand","E3",230.88358669901066
377,1844,"Tiger","Magician_v4_c1","None","B2",147.36352005016838
378,4578,"Dog","Fighter_v1_c1","None","C3",100.61537114976254
379,1511,"Red Panda","Mercenary_v2_c2","Horns 2","F1",154.31699031255485
380,412,"Gator","Pirate_v3_c2","Ice Hands","E2",206.63077158097195
381,2110,"Dog","Pirate_v2_c2","Spiked Body","A2",141.99946640820133
382,1180,"Dog","Magician_v2_c2","Techno Skin Blue","E3",163.53801956460646
383,424,"Black Red Panda","Detective_v3_c2","Fire Aura","A2",205.10732917570684
384,932,"Husky","Hunter_v3_c3","Mohawk","E2",172.16561329022483
385,2709,"Black Cat","Peddler_v2_c1","Tattoo 4","A1",130.68830423932025
386,1501,"Red Panda","Pirate_v2_c3","Techno Skin Purple","A3",154.4135189212951
387,1004,"Husky","Detective_v3_c1","None","D1",168.96903969548836
388,3908,"Crow","Medic_v1_c3","White Eyes","D2",112.98529991351774
389,818,"Black Red Panda","Pirate_v3_c2","None","A3",178.2180313525061
390,4886,"Red Panda","Bard_v1_c2","None","A3",89.86808851804386
391,3918,"Red Panda","Fighter_v1_c3","Earring","B2",112.85795293243376
392,351,"Frog","Knight_v1_c2","Fire Aura","E2",213.56356776041167
393,2845,"Goat","Pirate_v2_c3","None","F2",128.1002245339969
394,3480,"Owl","Farmer_v3_c3","White Eyes","D3",117.88068597452792
395,2331,"Dog","Mercenary_v3_c1","Aura Purple","A1",136.42086048623298
396,3332,"Red Panda","Bard_v3_c1","Bubble Pipe","F1",119.97464954608616
397,3958,"Cat","Bard_v2_c2","Antlers","E1",112.24772107418316
398,2108,"Shiba Inu","Mercenary_v2_c2","Ice Hands","E2",142.0644014561709
399,417,"Husky","Knight_v1_c3","Mustache","E2",205.88501192424116
400,1833,"Cat","Bard_v1_c2","Unicorn","E1",147.54972154103658
401,2275,"Dog","Mercenary_v1_c1","Aura Purple","D3",137.86328094969727
402,4306,"Owl","Bard_v1_c2","White Eyes","A1",108.99824302754648
403,308,"Crow","Bard_v3_c3","None","A2",218.06634194102313
404,20,"Owl","Fighter_v2_c1","Pipe","B2",1027.1714113848618
405,1569,"Gator","Detective_v1_c1","None","B1",153.0740576467741
406,3447,"Black Red Panda","Fighter_v3_c2","None","C1",118.24686593304317
407,1055,"Owl 2","Detective_v2_c3","Mohawk","A3",167.1774820101538
408,1054,"Frog 2","Medic_v3_c2","None","E3",167.26184274469486
409,2227,"Owl","Magician_v3_c1","None","C2",139.11447276527906
410,19,"Frog","Fighter_v2_c1","Monocle","B1",1032.3901350199305
411,4449,"Shiba Inu","Magician_v4_c3","None","A2",106.61599806510553
412,2937,"Crow","Detective_v2_c3","None","D1",126.72450833437094
413,2259,"Black Red Panda","Farmer_v1_c1","Sunglasses","D1",138.1787798827801
414,285,"Gold Hart","Pirate_v2_c3","Tattoo 4","B3",221.68775842520913
415,896,"Red Gator","Mercenary_v2_c2","Robotic Hand","C3",174.08122878838233
416,1775,"Crow","Detective_v1_c2","None","G1",148.82818024662657
417,2872,"Red Gator","Farmer_v1_c3","None","B2",127.64358601594861
418,2932,"Frog","Magician_v4_c3","White Eyes","E2",126.78524316324608
419,268,"Black Cat","Bard_v3_c3","None","B1",224.82818875376233
420,931,"Stag","Peddler_v2_c1","Black Eyes","B3",172.2309728222205
421,4124,"Goat","Peddler_v2_c2","None","A3",110.5516865735774
422,4385,"Stag","Fighter_v1_c3","None","A3",107.77517420964895
423,1559,"Tiger","Bard_v3_c2","Earring","E1",153.3037798768806
424,880,"Frog 2","Mercenary_v3_c2","Rock Hands","F1",174.52987327954762
425,4096,"Goat","Magician_v1_c2","Antlers","A3",110.8774317860234
426,3457,"Owl","Bard_v3_c2","Tattoo 4","A3",118.1565971508256
427,3781,"Cat","Farmer_v3_c1","Antlers","D3",113.9756323346957
428,4823,"Dog","Bard_v1_c1","None","D1",91.54328687318372
429,636,"Shiba Inu","Pirate_v1_c3","Robotic Hand","A1",187.39173034109064
430,2210,"Frog 2","Mercenary_v3_c1","Aura Purple","D1",139.53048824701725
431,3792,"Red Panda","Farmer_v2_c3","Tattoo 2","A1",113.89048312825155
432,2556,"Rabbit","Peddler_v2_c2","Spiked Body","A2",133.1465724973413
433,4634,"Goat","Fighter_v3_c2","None","D3",96.56613773114739
434,253,"Goat","Knight_v2_c1","Head Tech","E2",227.06630609712568
435,2746,"Frog 2","Magician_v2_c1","None","A2",130.34840598187915
436,1146,"Dog","Detective_v3_c3","None","D3",164.88105595341855
437,3732,"Cat","Fighter_v1_c1","Horns","A2",114.5991256132523
438,2344,"Owl","Pirate_v1_c1","Bandana","A2",136.27763772981876
439,4035,"Frog 2","Hunter_v1_c3","Tattoo 2","A2",111.5716512220042
440,4878,"Crow","Bard_v2_c1","None","D1",90.6304768028394
441,814,"Tiger","Pirate_v2_c2","Robotic Hand","D3",178.39866769025207
442,4570,"Owl 2","Fighter_v1_c3","None","C1",102.88427031340937
443,4728,"Cat","Farmer_v3_c2","None","D3",94.43819881056142
444,760,"Frog","Pirate_v2_c3","Unicorn","E1",180.4791450554601
445,216,"White Tiger","Magician_v2_c2","Tattoo 3","E2",233.3249950043014
446,2579,"Red Black Panda","Farmer_v2_c1","None","F1",132.88913827008457
447,4251,"Goat","Bard_v3_c1","Tattoo 4","B1",109.58295131311435
448,2120,"Crow","Pirate_v2_c3","Horns","A1",141.75901572628527
449,1907,"Red Gator","Medic_v1_c2","Ice Hands","A1",146.348783160393
450,3349,"Dog","Peddler_v1_c1","Sunglasses","A3",119.55413399725245
451,815,"Stag","Magician_v2_c2","Aura Aqua","F3",178.2769346729326
453,4793,"Husky","Farmer_v1_c1","None","E1",92.65457381312709
454,1691,"Stag","Mercenary_v1_c2","Cigar","E2",150.4523087705601
455,4511,"Rabbit","Hunter_v2_c1","Pipe","A1",105.35401509263495
456,3268,"Husky","Bard_v3_c2","Bandana","E1",121.11378515780436
457,3879,"Dog","Farmer_v1_c3","Cigar","A2",113.33889217850948
458,2828,"Stag","Farmer_v1_c3","Tattoo 2","E1",128.5388085808597
459,4076,"Red Panda","Bard_v3_c1","Tattoo 4","E1",111.01031070844024
460,2853,"Owl","Pirate_v2_c1","None","C1",127.97345455643473
461,375,"Tiger","Pirate_v2_c1","Electric","D1",210.26118997189198
462,4713,"Owl","Bard_v2_c3","None","D3",94.55075944515595
463,1561,"Panda","Peddler_v2_c2","Aura Purple","B1",153.21354575031592
464,934,"Frog","Mercenary_v3_c2","Ice Hands","E2",172.1346233919666
465,443,"Husky","Detective_v2_c1","Feathered Wings","C3",202.28014430020744
466,2922,"Frog 2","Peddler_v2_c3","Tattoo 1","E1",127.00564533325232
467,3788,"Goat","Mercenary_v3_c1","None","A1",113.92382620014497
468,1610,"Husky","Farmer_v2_c1","Feathered Wings","A1",152.33321676106044
469,2535,"Husky","Detective_v1_c2","None","B1",133.58641578506706
470,4211,"Black Cat","Hunter_v2_c2","Antlers","E2",109.86136102186039
471,1811,"Shiba Inu","Pirate_v2_c3","Monocle","D1",148.29135755308243
472,543,"Frog 2","Magician_v1_c3","Marked Skin 2","F3",193.52339972898918
473,4884,"Goat","Bard_v1_c1","None","E3",89.89218010348041
474,1593,"Rabbit","Magician_v3_c1","Cigar","A3",152.60108244494324
475,2012,"Owl","Peddler_v3_c2","None","A2",144.21390257561768
476,2255,"Gator","Bard_v2_c2","Ice Hands","E1",138.29038949226685
477,2039,"Gator","Bard_v2_c2","Horns 2","E1",143.86484039665964
478,4760,"Frog","Fighter_v3_c2","None","A2",93.3971380044663
479,2465,"Rabbit","Detective_v1_c1","None","E2",134.41754654531184
480,4320,"Rabbit","Medic_v1_c2","Robotic Hand","A2",108.75526233691353
481,3166,"Stag","Bard_v3_c1","Tattoo 4","A2",122.7801174576863
482,3799,"Dog","Farmer_v3_c2","Tattoo 2","B1",113.84446378902902
483,3283,"Shiba Inu","Bard_v1_c3","Marked Skin","C3",120.81360804752329
484,1606,"Red Gator","Farmer_v3_c3","Fire Aura","A1",152.40316231144675
485,3427,"Goat","Hunter_v1_c1","Sunglasses","A3",118.58931320525775
486,4883,"Black Cat","Bard_v1_c2","None","A1",90.10050384621614
487,3713,"Shiba Inu","Hunter_v2_c2","Horns","E2",114.78727757470672
488,4819,"Frog","Hunter_v2_c1","None","B3",91.62218210829195
489,3001,"Goat","Fighter_v1_c1","Horns 2","E2",125.89784241230142
490,1257,"Frog","Pirate_v3_c1","None","A1",161.77180463680264
491,315,"Goat","Knight_v1_c1","Aura Aqua","D3",217.14220233989943
492,2046,"Frog","Hunter_v2_c1","Electric","E1",143.80368117003044
493,2579,"Red Gator","Fighter_v1_c3","None","F1",132.88913827008457
494,3893,"Platypus","Bard_v2_c1","Rock Hands","A3",113.2353666349713
495,2794,"Goat","Mercenary_v1_c2","Tattoo 3","D1",129.08991737335495
496,1792,"Panda","Fighter_v1_c3","Head Tech","A3",148.6321773220135
497,3926,"Frog","Bard_v2_c2","Tattoo 2","A3",112.74910190334569
498,3534,"Husky","Magician_v1_c2","Tattoo 1","F2",117.0225097067748
499,2480,"Husky","Mercenary_v1_c1","Robotic Hand","A1",134.15879434252037
500,4885,"Rabbit","Bard_v1_c3","None","B3",89.87737402298353
501,1040,"Owl 2","Peddler_v2_c2","Lava Hands","A1",167.61728024952475
502,3176,"Shiba Inu","Farmer_v3_c1","Spiked Body","B3",122.69229986200247
503,3944,"Panda","Peddler_v1_c1","None","D3",112.40063386802751
504,1758,"Goat","Magician_v2_c3","Tattoo 3","D2",149.05895725097852
505,92,"White Tiger","Magician_v4_c3","Fire Skin","E1",273.49260265098667
506,4878,"Cat","Bard_v2_c1","None","B2",90.6304768028394
507,4001,"Crow","Mercenary_v1_c2","None","E2",111.89134954708094
508,3047,"Crow","Magician_v4_c3","Rock Hands","A3",125.09407736590427
509,541,"Gator","Medic_v1_c1","Laser Eyes","E2",193.6161351837774
510,893,"Owl","Hunter_v3_c1","Mohawk","B1",174.16143531341675
511,3015,"Panda","Fighter_v1_c3","Antlers","A1",125.67996618187505
512,2161,"Owl","Detective_v2_c2","Tattoo 4","A2",140.87344843759493
513,1155,"Dog","Mercenary_v2_c3","Electric","A3",164.4278117687563
514,3853,"Dog","Farmer_v1_c1","Marked Skin","A1",113.58187286914243
515,4848,"Crow","Hunter_v1_c1","None","A2",91.26919908388032
516,2843,"Stag","Hunter_v1_c3","Tattoo 2","A1",128.12228931675105
517,1883,"Red Black Panda","Peddler_v2_c3","None","B1",146.92428440414372
518,354,"Platypus","Knight_v2_c1","Aura Aqua","E3",213.40058658332697
519,4871,"Frog","Hunter_v2_c2","None","D1",90.68656698392957
520,1128,"Rabbit","Medic_v3_c1","None","B1",165.0626266645199
521,1130,"Red Gator","Magician_v3_c1","None","E1",165.0505953903567
522,512,"White Tiger","Hunter_v2_c2","Mustache","D1",196.09420476877324
523,3865,"Frog","Bard_v3_c1","Cigar","A3",113.40969135651825
524,473,"Frog 2","Knight_v2_c3","None","D2",200.09257834231656
525,4404,"Cat","Hunter_v1_c3","Tattoo 1","A3",107.44420226232072
526,1804,"Frog","Bard_v2_c3","Electric","D3",148.42650436792067
527,4726,"Husky","Farmer_v2_c3","None","B1",94.45149515014644
528,104,"Cat","Pirate_v3_c3","None","A3",267.39105093794177
529,471,"Nega Tiger","Fighter_v3_c2","Tattoo 3","B2",200.20618763439992
530,860,"Frog 2","Magician_v1_c3","Techno Skin Blue","A1",175.72138350299429
531,186,"Frog","Bard_v3_c3","White Eyes","A3",240.446156675319
532,563,"Dog","Detective_v3_c2","Sunglasses","B3",192.15317595080526
533,3265,"Owl","Magician_v1_c1","Ice Hands","B1",121.18649864000373
534,2598,"Frog 2","Fighter_v1_c2","Black Eyes","A2",132.64114147687675
535,444,"Rabbit","Pirate_v3_c2","Black Eyes","A2",202.23136201816536
536,4385,"Stag","Magician_v1_c1","None","A3",107.77517420964895
537,1236,"Stag","Magician_v2_c2","Tattoo 3","A3",162.29403491458464
538,4573,"Rabbit","Farmer_v3_c1","None","C1",101.86816043878768
539,2917,"Frog 2","Peddler_v1_c2","Mutton Chop","D3",127.0754931166424
540,3842,"Frog 2","Mercenary_v2_c2","None","D2",113.63998093971918
541,3003,"Black Cat","Fighter_v1_c2","Fire Aura","D1",125.88695361331693
542,26,"Dog","Pirate_v1_c3","Dragon Wings","B2",352.4330265744429
543,2784,"Dog","Mercenary_v2_c3","Antlers","E2",129.35693433171943
544,2164,"Frog 2","Mercenary_v2_c1","Robotic Hand","C3",140.82012784607335
545,2960,"Tiger","Farmer_v3_c2","None","E3",126.44463478768657
546,1262,"Frog 2","Pirate_v3_c2","None","A3",161.67105148673429
547,3330,"Red Panda","Fighter_v1_c3","Pipe","C2",120.01087149176209
548,4262,"Cat","Hunter_v2_c2","Monocle","A2",109.53117017078746
549,3571,"Goat","Hunter_v1_c1","Robotic Hand","D1",116.56398208628075
550,626,"Panda","Peddler_v3_c1","Techno Skin Purple","C2",187.61553328498363
551,4740,"Red Panda","Medic_v1_c3","None","B1",93.97985779278163
552,4488,"Cat","Magician_v4_c3","None","B2",106.1786750010376
553,1918,"Rabbit","Detective_v2_c3","Horns","A3",145.99179379549005
554,2677,"Owl 2","Magician_v1_c2","Techno Skin Purple","B3",131.40546892270518
555,3815,"Shiba Inu","Bard_v1_c3","Tattoo 5","F2",113.79677605527837
556,1876,"Crow","Detective_v2_c3","Cigar","E2",147.03566385383132
557,1874,"Husky","Detective_v1_c2","Bandana","A3",147.08185013299885
558,1444,"Goat","Detective_v1_c2","White Eyes","B3",155.96103023687735
559,2687,"Red Panda","Mercenary_v2_c2","Antlers","A3",131.24155209056116
560,2250,"Cat","Peddler_v2_c3","Beard","F1",138.42075682601998
561,2804,"Cat","Mercenary_v1_c1","Tattoo 3","E2",128.93555897736536
562,1543,"Shiba Inu","Pirate_v2_c2","Rock Hands","C2",153.7201502382849
563,1940,"Tiger","Medic_v1_c2","Cigar","B3",145.54813941093678
564,3052,"Rabbit","Farmer_v2_c1","Crystal Necklace","A3",125.02647724054265
565,1195,"Dog","Detective_v3_c2","None","E3",163.17385900262505
566,4795,"Red Panda","Medic_v1_c1","None","A2",92.5928239655697
567,4751,"Husky","Peddler_v1_c2","None","E2",93.64485847155572
568,2282,"Platypus","Mercenary_v1_c2","Cigar","E1",137.6811564236316
569,2981,"Husky","Hunter_v1_c1","Techno Skin Blue","D2",126.10038969794877
570,2103,"Rabbit","Pirate_v2_c2","Spiked Body","A3",142.12673603971447
571,910,"Owl 2","Mercenary_v3_c2","White Eyes","D1",172.77987647270336
572,1336,"Red Panda","Magician_v3_c1","Cigar","D2",158.9689910079379
573,3497,"Crow","Farmer_v2_c2","Pipe","C3",117.47888023232534
574,4754,"Rabbit","Magician_v1_c2","None","A3",93.46831745488925
575,1230,"Goat","Peddler_v3_c3","Tattoo 5","A3",162.35269079988535
576,3163,"Frog","Fighter_v1_c2","Sunglasses","D2",122.81032246249637
577,4233,"Crow","Bard_v3_c1","Bubble Pipe","E2",109.690188803346
578,2547,"Husky","Mercenary_v2_c2","Aura Aqua","A1",133.48511962010616
579,3755,"Dog","Fighter_v1_c1","Cigar","A2",114.35980315159436
580,464,"Cat","Medic_v3_c2","Techno Skin Blue","D1",200.69685050232803
581,2154,"Frog 2","Peddler_v2_c2","Rock Hands","C1",140.90941873409307
582,46,"Dog","Peddler_v1_c3","Diamond Hands","A3",306.3808420717866
583,89,"Frog","Bard_v1_c1","Dragon Wings","A2",275.98234794861713
585,4571,"Goat","Bard_v2_c1","Tattoo 1","A3",102.671659462604
586,94,"Husky","Peddler_v2_c3","Diamond Hands","A2",272.6899647924917
587,828,"Red Gator","Mercenary_v2_c1","Fire Eyes","E3",177.77155395669766
589,2755,"Stag","Mercenary_v2_c2","None","D2",130.186960805491
590,1365,"Goat","Hunter_v3_c2","Horns","A3",157.88057527997017
591,2377,"Panda","Farmer_v2_c1","Tattoo 2","F1",135.96253005103938
592,3232,"Frog 2","Farmer_v1_c1","Sunglasses","B2",121.63180001700829
593,4194,"Owl 2","Medic_v1_c2","Bubble Pipe","D1",109.95305515103632
594,2516,"Frog","Bard_v2_c2","Head Tech","A2",133.80388316129964
595,4,"Crow","Medic_Unique","Unique2","U",5563.977693602694
596,3073,"Frog","Magician_v1_c2","Spiked Body","F2",124.54805488352804
597,2188,"Tiger","Fighter_v1_c3","Earring","A3",140.13692421715447
598,3708,"Owl 2","Hunter_v1_c3","Tattoo 2","A3",114.84259320455661
599,3999,"Black Cat","Bard_v2_c2","Tattoo 4","A3",111.89924607480197
600,1572,"Rabbit","Detective_v1_c3","Spiked Body","A2",153.06980482057364
601,3141,"Owl 2","Magician_v4_c3","Pipe","A1",123.07736183460632
602,4014,"Goat","Farmer_v3_c1","Earring","D2",111.75132849397556
603,1828,"Shiba Inu","Mercenary_v3_c2","None","A2",147.70766473177218
604,935,"Red Gator","Detective_v1_c3","None","F1",172.0240589050052
605,3865,"Frog","Hunter_v1_c1","Rock Hands","A3",113.40969135651825
606,3744,"Rabbit","Magician_v1_c2","Beard","E3",114.44072868349257
607,4229,"Rabbit","Hunter_v1_c2","Tattoo 1","B3",109.71294770761091
608,4407,"Owl","Farmer_v3_c3","Tattoo 4","A1",107.42598116549071
609,454,"Stag","Knight_v1_c3","None","A3",201.69898373345848
610,975,"Husky","Detective_v3_c2","None","F3",169.98160358261302
611,2969,"Black Cat","Fighter_v1_c2","Sunglasses","D3",126.23226173656624
612,4101,"Husky","Fighter_v1_c1","Tattoo 3","B3",110.81014117075762
613,735,"Owl","Detective_v3_c2","Antlers","D3",182.45920137265162
614,44,"Panda","Pirate_v3_c3","Mustache","B2",306.8241206540463
615,2463,"Owl 2","Fighter_v3_c1","Techno Skin Purple","F3",134.46707649530757
616,1853,"Owl 2","Peddler_v1_c3","None","A2",147.30186118973518
617,1434,"Owl 2","Hunter_v3_c2","Antlers","A3",156.18157357594345
618,130,"Tiger","Knight_v1_c3","Fire Eyes","E3",252.9919208913503
619,237,"Red Black Panda","Knight_v2_c3","None","A2",230.1388720035532
620,1393,"Frog 2","Magician_v3_c3","Fire Aura","A3",157.26712179891712
621,1732,"Stag","Hunter_v1_c2","Head Tech","E1",149.60829883573226
622,3972,"Crow","Bard_v1_c2","Horns","D2",112.09683144504928
623,3737,"Dog","Medic_v1_c1","Rock Hands","D3",114.55114587344454
624,3395,"Husky","Mercenary_v2_c2","None","C2",119.0229660705304
625,4562,"Dog","Bard_v1_c2","Earring","E3",103.17419459201436
626,4133,"Crow","Hunter_v2_c2","Aura Aqua","A3",110.53247380556121
627,559,"Frog 2","Magician_v3_c2","Unicorn","A2",192.37443448946138
628,4902,"Husky","Medic_v1_c3","None","E2",88.81622549074882
629,2890,"Owl","Peddler_v2_c2","Pipe","A1",127.46061534170097
630,3848,"Husky","Peddler_v2_c2","None","B3",113.61697843934598
631,3730,"Husky","Farmer_v2_c1","Tattoo 4","F1",114.64768957273152
632,1372,"Red Panda","Detective_v1_c3","Spiked Body","E3",157.69941787530215
633,4689,"Husky","Fighter_v1_c1","None","B3",95.42620110074256
634,556,"Gator","Bard_v3_c1","Fire Skin","E2",192.53655116626237
635,1035,"Black Red Panda","Magician_v3_c2","Earring","B2",167.69417282317303
636,2336,"Frog 2","Mercenary_v3_c1","Spiked Body","A3",136.37619751725475
637,4285,"Cat","Peddler_v1_c1","Bubble Pipe","A2",109.30063762491858
638,27,"Goat","Pirate_v3_c1","Dragon Wings","A1",349.323775257827
639,995,"Red Black Panda","Detective_v2_c1","None","B3",169.29171574529133
640,2909,"Shiba Inu","Detective_v2_c3","None","A2",127.16183139843886
641,3959,"Frog","Mercenary_v1_c1","None","A3",112.21195593384678
642,3028,"Red Black Panda","Fighter_v1_c2","None","A3",125.510206259271
643,2955,"Owl 2","Hunter_v2_c2","Sunglasses","F2",126.50910368012254
644,4005,"Husky","Mercenary_v2_c1","None","E1",111.86626212481539
645,1715,"Owl 2","Magician_v3_c3","Tattoo 5","E1",150.06537967863747
646,3243,"Cat","Bard_v2_c3","Fire Aura","B1",121.41121570718758
647,913,"Crow","Peddler_v3_c3","White Eyes","D1",172.7402546598888
648,383,"Dog","Knight_v1_c3","White Eyes","E3",208.9638269398645
649,1955,"Frog 2","Bard_v1_c1","Electric","D3",145.419788512531
650,483,"Panda","Medic_v3_c1","Pipe","D2",198.7318966747538
651,766,"Red Gator","Peddler_v2_c1","Techno Skin Blue","B2",180.18764075782417
652,2201,"Goat","Pirate_v1_c1","Bubble Pipe","B1",139.75096949325462
653,2478,"Owl","Bard_v2_c2","White Eyes","G1",134.18668454208333
654,540,"Panda","Pirate_v1_c3","Earring","A1",193.79662174853064
655,1258,"Red Gator","Magician_v4_c3","Marked Skin","B1",161.76208783921868
656,1859,"Platypus","Pirate_v1_c2","Robotic Hand","A3",147.23288456106067
657,258,"Owl 2","Knight_v2_c3","Ice Hands","A3",226.71544216213758
658,3389,"Stag","Bard_v2_c1","Earring","A1",119.09578464242027
659,977,"Tiger","Mercenary_v2_c2","Spiked Body","D3",169.91664451734655
